delta1,delta2,delta3,delta4
-002,-002,0001,0001,
0002,0001,0003,0003,
0002,0001,0003,0003,
0002,0001,0003,0003,
0000,0002,0000,0003,
0000,0002,0000,0003,
0000,0002,0000,0003,
0000,0000,-001,0002,
0000,0000,-001,0002,
0000,0000,-001,0002,
-001,-002,-001,0001,
-001,-002,-001,0001,
-001,-002,-001,0001,
0000,0001,0002,0004,
0000,0001,0002,0004,
0000,0001,0002,0004,
0000,0001,0003,0002,
0000,0001,0003,0002,
0000,0001,0003,0002,
0005,0006,0007,0007,
0005,0006,0007,0007,
0005,0006,0007,0007,
0003,0003,0003,0004,
0003,0003,0003,0004,
0003,0003,0003,0004,
-002,-003,0000,0002,
-002,-003,0000,0002,
-002,-003,0000,0002,
0000,0002,0003,0002,
0000,0002,0003,0002,
