delta1,delta2,delta3,delta4
0001,0003,0005,0003,
0004,0007,0008,0002,
0004,0007,0008,0002,
0004,0007,0008,0002,
0000,-001,0000,0001,
0000,-001,0000,0001,
0000,-001,0000,0001,
0006,0004,0005,0002,
0006,0004,0005,0002,
0006,0004,0005,0002,
0001,-003,0000,-003,
0001,-003,0000,-003,
0001,-003,0000,-003,
-001,-002,0001,-001,
-001,-002,0001,-001,
-001,-002,0001,-001,
-001,-003,0004,0000,
-001,-003,0004,0000,
-001,-003,0004,0000,
-002,0000,0004,-007,
-002,0000,0004,-007,
-002,0000,0004,-007,
0001,-003,0005,-002,
0001,-003,0005,-002,
0001,-003,0005,-002,
0000,-002,0002,0000,
0000,-002,0002,0000,
0000,-002,0002,0000,
0001,0002,0004,-002,
0001,0002,0004,-002,
