delta1,delta2,delta3,delta4
0000,0001,0000,0000,
0004,0005,0005,0006,
0004,0005,0005,0006,
0004,0005,0005,0006,
0002,0001,0004,0006,
0002,0001,0004,0006,
0002,0001,0004,0006,
0000,0002,0005,0003,
0000,0002,0005,0003,
0000,0002,0005,0003,
0001,0002,0003,-001,
0001,0002,0003,-001,
0001,0001,0002,-001,
0006,0005,0005,0005,
0006,0005,0005,0005,
0006,0005,0005,0005,
0004,0003,0004,0006,
0004,0003,0004,0006,
0004,0003,0004,0006,
0006,0003,0008,0004,
0006,0003,0008,0004,
0006,0003,0008,0004,
0002,0003,0004,0001,
0002,0003,0004,0001,
0002,0003,0004,0001,
0003,0001,0004,-002,
0003,0001,0004,-002,
0003,0001,0004,-002,
0003,0001,0000,-001,
0003,0001,0000,-001,
