delta1,delta2,delta3,delta4
0007,0003,0004,0007,
0002,0003,0002,0000,
0002,0003,0002,0000,
0002,0003,0002,0000,
0002,0003,0002,0002,
0002,0003,0002,0002,
0002,0003,0003,0002,
0004,0003,0003,0000,
0004,0003,0003,0000,
0004,0003,0000,0000,
0007,0007,0003,0003,
0007,0007,0003,0003,
0007,0007,0003,0003,
0003,0002,0001,0000,
0003,0002,0001,0000,
0000,0002,0001,0000,
0000,0002,0001,0003,
0000,0002,0001,0003,
0000,0002,0001,0003,
0002,0002,0003,-002,
0002,0002,0003,-002,
0002,0002,0003,-002,
0002,-001,0002,-001,
0002,-001,0002,-001,
0000,-001,0002,-001,
0005,0000,0001,0002,
0005,0000,0001,0002,
0005,0000,0001,0002,
-001,-001,-002,-002,
-001,-001,-002,-002,
