delta1,delta2,delta3,delta4
0001,0001,0003,0001,
0001,0001,0003,0001,
0000,-001,0003,0001,
0000,-001,0003,0001,
0000,-001,0003,0001,
0003,0001,0003,0003,
0003,0001,0003,0003,
0003,0001,0003,0003,
0005,0005,0006,0002,
0005,0005,0006,0002,
0005,0005,0006,0002,
0006,0004,0007,0003,
0006,0004,0007,0003,
0006,0004,0007,0003,
-001,0000,-001,0001,
-001,0000,-001,0001,
-001,0000,-001,0001,
0001,0002,0000,-001,
0001,0002,0000,-001,
0001,0002,0000,-001,
-001,0001,-001,-004,
-001,0001,-001,-004,
0000,0000,0000,-003,
0005,-001,0004,0003,
0005,-001,0004,0003,
0005,-001,0004,0003,
0004,0000,0006,0002,
0004,0000,0006,0002,
0004,0000,0006,0002,
-001,0002,0001,-002,
