delta1,delta2,delta3,delta4
-003,-001,-001,-001,
-003,-001,-001,-001,
0000,-001,-001,-001,
0000,0002,0003,0002,
0000,0002,0003,0002,
0002,0002,0003,0002,
0002,-004,0004,-001,
0002,-003,0004,0000,
-001,-003,0004,0000,
0004,0006,0003,0003,
0004,0006,0003,0003,
0004,0006,0003,0003,
0003,0006,0001,0001,
0003,0006,0001,0001,
0003,0006,0001,0001,
0000,0003,0001,-001,
0000,0003,0001,-001,
0000,0003,0001,-001,
0003,0006,0008,0002,
0003,0006,0008,0002,
0003,0006,0008,0002,
0000,0001,0003,0001,
0000,0001,0003,0001,
0000,0001,0003,0001,
0000,0002,0000,0002,
0000,0002,0000,0002,
0000,0002,0000,0002,
0002,0003,-002,0001,
0002,0003,-002,0001,
0002,0003,-002,0001,
