delta1,delta2,delta3,delta4
0001,0003,0009,0002,
0001,0003,0009,0002,
0001,0003,0009,0002,
-001,0005,0003,0002,
-001,0005,0003,0002,
0000,0005,0003,0002,
0000,0002,0002,-001,
0000,0002,0002,-001,
-001,0002,0002,-001,
0001,0002,0006,0000,
0001,0002,0006,0000,
0001,0002,0006,0000,
-003,0000,0003,-002,
-003,0000,0003,-002,
-003,0000,0003,-002,
0001,0003,0007,0003,
0001,0003,0007,0003,
0001,0003,0007,0003,
-003,-004,0004,-002,
-003,-004,0004,-002,
-003,-004,0004,-002,
0002,0002,0002,0001,
0002,0002,0002,0001,
0002,0002,0002,0001,
0001,0003,0006,0002,
0001,0003,0006,0002,
0001,0003,0006,0002,
0000,-001,0004,0001,
0000,-001,0004,0001,
0000,-001,0004,0001,
