delta1,delta2,delta3,delta4
0000,0001,0002,0003,
0000,0001,0002,0003,
0006,0003,0004,0008,
0006,0003,0004,0008,
0006,0003,0004,0008,
0000,0001,0003,0001,
0000,0001,0003,0001,
0000,0001,0003,0001,
-001,0001,-003,0002,
-001,0001,-003,0002,
-001,0001,0000,0002,
0003,0001,0001,0006,
0003,0001,0001,0006,
0003,0001,0001,0006,
0000,0001,0000,0004,
0000,0001,0000,0004,
0000,0001,0000,0004,
0002,-001,0003,0001,
0002,-001,0003,0001,
0002,-001,0003,0001,
-001,0001,0003,0005,
-001,0001,0003,0005,
0003,0001,0003,0005,
0003,0000,0002,-002,
0003,0000,0002,-002,
-001,0000,0002,-002,
0000,-001,0001,0002,
0000,-001,0001,0002,
0000,-001,0001,0002,
0003,0002,0005,0003,
