delta1,delta2,delta3,delta4
0005,0003,0005,0003,
0005,0003,0005,0003,
0005,0003,0005,0003,
0004,0003,0001,0000,
0004,0003,0001,0000,
0004,0003,0001,0000,
0000,0001,0001,-003,
0000,0001,0001,-003,
0000,0001,0001,-003,
0003,0002,0007,0004,
0003,0002,0007,0004,
0003,0002,0007,0004,
-001,0000,0001,0001,
-001,0000,0001,0001,
-001,0000,0001,0001,
0000,-002,-002,-002,
0000,-002,-002,-002,
0000,-002,0001,-002,
-002,0000,0001,-003,
-002,0000,0001,-003,
-001,0000,0001,-003,
-001,0001,0000,-002,
-001,0001,0000,-002,
-001,0001,0000,-002,
0000,-002,0002,0000,
0000,-002,0002,0000,
0000,-002,0002,0000,
0007,0005,0007,0005,
0007,0005,0007,0005,
0007,0005,0007,0005,
