delta1,delta2,delta3,delta4
0004,0001,-001,-003,
-001,0001,-001,-003,
0002,0003,0000,-001,
0002,0003,0000,-001,
0002,0003,0000,-001,
0004,-001,0002,0002,
0004,-001,0002,0002,
0004,-001,0002,0002,
0006,0006,0005,0003,
0006,0006,0005,0003,
0006,0006,0005,0003,
0006,0001,0004,0004,
0006,0001,0004,0004,
0006,0001,0004,0004,
0001,0001,0000,0000,
0001,0001,0000,0000,
0001,0001,0000,0000,
0002,-001,0001,0001,
0002,-001,0001,0001,
0002,-001,0001,0001,
-001,0000,-001,-001,
-001,0000,-001,-001,
0001,0000,-001,-001,
0001,-003,-003,0001,
0001,-003,-003,0001,
0000,-003,-003,0001,
0001,0000,0002,-002,
0001,0000,0002,-002,
0001,0000,0002,-002,
-003,0001,0002,0000,
