delta1,delta2,delta3,delta4
0000,0000,0003,0001,
0000,0000,0003,0001,
0000,0000,0003,0001,
0001,0001,0004,0002,
0001,0001,0004,0002,
0001,0001,0004,0002,
0002,-003,0003,0001,
0002,-003,0003,0001,
0002,-003,0003,0001,
0002,0001,-001,0000,
0002,0001,-001,0000,
0002,0001,-001,0000,
0002,0002,0006,0004,
0002,0002,0006,0004,
0002,0002,0006,0004,
0000,-002,0000,0002,
0000,-002,0000,0002,
-001,-002,0000,0002,
0003,0002,0006,0003,
0003,0002,0006,0003,
0003,0002,0006,0003,
0001,0004,0006,0002,
0001,0004,0006,0002,
0001,0004,0006,0002,
0004,0006,0003,0002,
0004,0006,0003,0002,
0004,0006,0003,0002,
-004,-003,-002,0000,
-004,-003,-002,0000,
0002,-003,-002,0000,
