delta1,delta2,delta3,delta4
0001,0004,0004,0006,
0001,0004,0004,0006,
-002,0000,-001,0003,
-002,0000,-001,0003,
-002,0000,-001,0003,
-003,-001,-001,0001,
-003,-001,-001,0001,
-003,-001,-001,0001,
0000,0001,0003,0002,
0000,0001,0003,0002,
0000,0001,0003,0002,
-003,0000,0004,0001,
-003,0000,0004,0001,
-002,0000,0004,0001,
-001,0001,-001,0002,
-001,0001,-001,0002,
-001,0001,-001,0002,
0001,0004,0001,0001,
0001,0004,0001,0001,
0001,0004,0001,0001,
-002,0001,0001,0003,
-002,0001,0001,0003,
-002,0001,0001,0003,
0000,0001,0003,-004,
0000,0001,0003,-004,
0000,0001,0003,-004,
-001,0002,-001,0003,
-001,0002,-001,0003,
-001,0002,-001,0003,
0007,0005,0003,0006,
