delta1,delta2,delta3,delta4
0008,0003,0007,0003,
0008,0003,0007,0003,
0008,0003,0007,0003,
0002,0000,0005,0002,
0002,0000,0005,0002,
0002,0000,0005,0002,
0006,0004,0009,0005,
0006,0004,0009,0005,
0006,0004,0009,0005,
0007,0006,0007,0008,
0007,0006,0007,0008,
0007,0006,0007,0008,
0002,0000,0003,0001,
0002,0000,0003,0001,
0002,0000,0003,0001,
0002,0001,-001,0001,
0002,0001,-001,0001,
0002,0001,-001,0001,
0004,0003,0008,0003,
0004,0003,0008,0003,
0004,0003,0008,0003,
0002,0001,0000,0000,
0002,0001,0000,0000,
0002,0001,0000,0000,
0001,0001,0001,0001,
0001,0001,0001,0001,
0001,0001,0001,0001,
0000,0003,0005,0000,
0000,0003,0005,0000,
0000,0003,0005,0000,
