delta1,delta2,delta3,delta4
0001,0000,0003,-002,
0001,0000,0003,-002,
0001,0001,-002,0000,
0001,0001,-002,0000,
0001,0001,-001,0000,
0000,0000,0001,0006,
0000,0000,0001,0006,
0000,0000,0001,0006,
0000,0001,0000,-003,
0000,0001,0000,-003,
0000,0001,0000,-003,
-001,0002,0000,-002,
-001,0002,0000,-002,
-001,0002,0000,-002,
0002,0000,0000,0002,
0002,0000,0000,0002,
0002,0000,0000,0002,
0002,0000,0000,0001,
0002,0000,0000,0001,
0002,0000,0000,0001,
0001,0001,0000,-002,
0001,0001,0000,-002,
0001,0001,0000,-002,
0003,0000,0006,-004,
0003,0000,0006,-004,
0003,0000,0006,-004,
0000,-001,-001,0002,
0000,-001,-001,0002,
0002,-001,-001,0002,
0002,-001,0000,-002,
