delta1,delta2,delta3,delta4
0007,0005,0003,0006,
-001,0001,0003,0003,
-001,0001,0003,0003,
-001,0001,0003,0003,
0003,0000,0000,0001,
0003,0000,0000,0001,
0003,0000,0000,0001,
0002,0005,0002,0007,
0002,0005,0002,0007,
0002,0005,0002,0007,
0004,0003,0002,0001,
0004,0003,0002,0001,
0004,0003,0002,0001,
0004,0006,0007,0006,
0004,0006,0007,0006,
0004,0006,0007,0006,
-002,0002,0003,0003,
-002,0002,0003,0003,
-001,0002,0003,0003,
-001,0000,0001,0002,
-001,0000,0001,0002,
-001,0000,0001,0002,
0002,0004,0001,0002,
0002,0004,0001,0002,
0002,0004,0001,0002,
0000,0001,-002,0001,
0000,0001,-002,0001,
0000,0001,-002,0001,
-001,0000,0001,0002,
-001,0000,0001,0002,
