delta1,delta2,delta3,delta4
0003,0002,0004,0001,
0003,0002,0004,0001,
0003,0000,-001,-002,
0003,0000,-001,-002,
0003,0000,-001,-002,
0002,-002,0002,0003,
0002,-002,0002,0003,
0001,-002,0002,0003,
0001,0001,0002,0004,
0001,0001,0002,0004,
0001,0001,0002,0004,
0000,0000,0000,-001,
0000,0000,0000,-001,
0000,0000,0000,-001,
0008,0002,0005,0002,
0008,0002,0005,0002,
0008,0002,0005,0002,
0004,0003,0003,0002,
0004,0003,0003,0002,
0004,0003,0003,0002,
0006,0003,0005,0005,
0006,0003,0005,0005,
0006,0003,0005,0005,
0001,-001,0000,-001,
0001,-001,0000,-001,
0001,-001,0000,-001,
0001,-001,-001,0000,
0001,-001,-001,0000,
0001,-001,-001,0000,
0000,-001,0000,-003,
