delta1,delta2,delta3,delta4
0004,0005,0004,0002,
0003,0003,0004,0006,
0003,0003,0004,0006,
0003,0003,0004,0006,
-001,0000,0003,0000,
-001,0000,0003,0000,
0000,0000,0003,0000,
0004,0001,0006,0004,
0004,0001,0006,0004,
0004,0001,0006,0004,
-002,0000,-003,-001,
-002,0000,-003,-001,
-001,0000,-003,-001,
0003,0004,0002,0003,
0003,0004,0002,0003,
0003,0004,0002,0003,
-002,0003,-002,0002,
-002,0003,-002,0002,
-002,0003,-002,0002,
0000,0000,0004,0002,
0000,0000,0004,0002,
0003,0000,0004,0002,
0003,0000,0003,0001,
0003,0000,0003,0001,
-001,0000,0003,0001,
0006,0006,0005,0003,
0006,0006,0005,0003,
0006,0006,0005,0003,
0004,0000,-001,0000,
0004,0000,-001,0000,
