delta1,delta2,delta3,delta4
-003,-002,0003,0001,
-003,-002,0003,0001,
-003,-002,0003,0001,
0000,0000,0002,0003,
0000,0000,0002,0003,
0000,0000,0002,0003,
-003,-002,0002,0001,
-003,-002,0002,0001,
-003,-002,0003,0001,
0004,0005,0007,0002,
0004,0005,0007,0002,
0004,0005,0007,0002,
0001,0000,0003,0000,
0001,0000,0003,0000,
0001,0000,0003,0000,
0000,0001,-001,0001,
0000,0001,-001,0001,
0000,0001,-001,0001,
0002,-001,-001,0000,
0002,-001,-001,0000,
0002,-001,-001,0000,
0006,0004,0004,0002,
0006,0004,0004,0002,
0006,0004,0004,0002,
-001,-001,0004,0001,
-001,-001,0004,0001,
-001,-001,0004,0001,
0007,0004,0007,0005,
0007,0004,0007,0005,
0007,0004,0007,0005,
