delta1,delta2,delta3,delta4
0003,0002,0002,0004,
0002,-001,0000,0000,
0002,-001,0000,0000,
0002,-001,0000,0000,
0004,0005,0001,0003,
0004,0005,0001,0003,
0004,0005,0001,0003,
0000,0001,0002,-002,
0000,0001,0002,-002,
-001,0001,0002,-002,
0004,0004,0006,0010,
0004,0004,0006,0010,
0004,0004,0006,0010,
-002,0002,0000,0001,
-002,0002,0000,0001,
0001,0002,0000,0001,
0001,-002,0000,-002,
0001,-002,0000,-002,
0001,-002,0000,-002,
0002,0002,0005,0001,
0002,0002,0005,0001,
0002,0002,0005,0001,
0006,0003,0007,0007,
0006,0003,0007,0007,
0006,0003,0007,0007,
-001,-003,0001,0000,
-001,-003,0001,0000,
-001,-003,0001,0000,
0003,0005,0004,0006,
0003,0005,0004,0006,
