delta1,delta2,delta3,delta4
0000,-002,0000,-005,
0000,-002,0000,-005,
0000,-002,0000,-005,
0003,0000,0004,0006,
0003,0000,0004,0006,
0003,0000,0004,0006,
0001,-002,0000,0000,
0001,-002,0000,0000,
0001,-002,0000,0000,
0003,0002,0002,0004,
0003,0002,0002,0004,
0003,0002,0002,0004,
-003,0001,-003,0000,
-003,0001,-003,0000,
-003,0001,-003,0000,
-002,0001,0000,0001,
-002,0001,0000,0001,
-002,0001,0000,0001,
-001,0000,0001,0004,
-001,0000,0001,0004,
0000,0000,0001,0004,
0003,0002,0004,0006,
0003,0002,0004,0006,
0003,0002,0004,0006,
0005,0001,-001,0003,
0005,0001,-001,0003,
0005,0001,-001,0003,
0000,-003,-002,-002,
0000,-003,-002,-002,
0000,-003,-002,-002,
