delta1,delta2,delta3,delta4
-001,0000,-003,0004,
-001,0000,-003,0004,
0005,0005,0002,0004,
0005,0005,0002,0004,
0005,0005,0002,0004,
0000,-001,0001,-002,
0000,-001,0001,-002,
0000,-001,0001,-002,
0001,-001,0001,0002,
0001,-001,0001,0002,
0001,-001,0001,0002,
0003,0002,0001,0003,
0003,0002,0001,0003,
0003,0002,0001,0003,
0001,0001,-003,0001,
0001,0001,-003,0001,
0001,0001,-003,0001,
0006,0004,0002,0004,
0006,0004,0002,0004,
0006,0004,0002,0004,
0003,0001,0005,0007,
0003,0001,0005,0007,
0003,0001,0005,0007,
0002,0002,0001,0004,
0002,0002,0001,0004,
0002,0002,0001,0004,
0006,0001,0006,0004,
0006,0001,0006,0004,
0006,0001,0006,0004,
0002,0002,0003,0002,
