delta1,delta2,delta3,delta4
0004,0003,0001,0004,
0002,0002,0002,0004,
0002,0002,0002,0004,
0002,0002,0002,0004,
0002,-001,0002,0004,
0002,-001,0002,0004,
0002,-001,0002,0004,
0001,0000,0004,0000,
0001,0000,0004,0000,
0001,0000,0004,0000,
-001,-002,0002,0003,
-001,-002,0002,0003,
-001,-002,0002,0003,
-001,-001,0002,0001,
-001,-001,0002,0001,
-001,-001,0002,0001,
0003,0001,0006,0004,
0003,0001,0006,0004,
0003,0001,0006,0004,
0004,0002,0002,0005,
0004,0002,0002,0005,
0004,0002,0002,0005,
0000,0001,-003,0001,
0000,0001,-003,0001,
0001,0001,-003,0001,
0001,-001,0001,0002,
0001,-001,0001,0002,
0000,-001,0001,0002,
0002,-002,0003,0005,
0002,-002,0003,0005,
