delta1,delta2,delta3,delta4
0002,-001,0001,0001,
0002,-001,0001,0001,
0002,-001,0001,0001,
0003,0001,0001,0004,
0003,0001,0001,0004,
0003,0001,0001,0004,
0002,0002,-003,0000,
0002,0002,-003,0000,
0002,0002,-003,0000,
-001,-001,-001,0003,
-001,-001,-001,0003,
-001,-001,-001,0003,
0002,0003,0001,0004,
0002,0003,0001,0004,
0002,0003,0001,0004,
0004,0006,0003,0007,
0004,0006,0003,0007,
0004,0006,0003,0007,
0000,-001,0000,-001,
0000,-001,0000,-001,
0000,-001,0000,-001,
0003,0005,0001,0003,
0003,0005,0001,0003,
0003,0005,0001,0003,
0005,0004,0003,0006,
0005,0004,0003,0006,
0005,0004,0003,0006,
0000,0000,-001,-003,
0000,0000,-001,-003,
0000,0000,-001,-003,
