delta1,delta2,delta3,delta4
0006,0005,0006,0003,
0006,0005,0006,0003,
0006,0004,0001,0004,
0006,0004,0001,0004,
0006,0004,0001,0004,
0004,0003,0004,0006,
0004,0003,0004,0006,
0004,0003,0004,0006,
0005,0005,0009,0007,
0005,0005,0009,0007,
0005,0005,0009,0007,
0008,0008,0009,0005,
0008,0008,0009,0005,
0008,0008,0009,0005,
0002,0004,0005,0003,
0002,0004,0005,0003,
0002,0004,0005,0003,
0004,0001,0001,0001,
0004,0001,0001,0001,
0004,0001,0004,0001,
0001,0002,0004,0002,
0001,0002,0004,0002,
0001,0002,0002,0002,
0001,0002,0001,-001,
0001,0002,0001,-001,
0001,0002,0001,-001,
0004,0002,0001,0002,
0004,0002,0001,0002,
0004,0002,0001,0002,
0006,0007,0005,0009,
