delta1,delta2,delta3,delta4
0004,0003,0005,0002,
0004,0003,0005,0002,
0004,0003,0005,0002,
0002,0000,0002,-001,
0002,0000,0002,-001,
0002,0000,0002,-001,
0000,-004,0001,-004,
0000,-004,0001,-004,
0000,-004,0001,-004,
0001,0000,0002,-004,
0001,0000,0002,-004,
0001,0000,0002,-004,
0004,0002,0007,0000,
0004,0002,0007,0000,
0004,0002,0007,0000,
0002,0002,0007,0000,
0002,0002,0007,0000,
0002,0002,0007,0000,
-002,0001,0003,-002,
-002,0001,0003,-002,
-002,0001,0003,-002,
0004,0004,0006,0001,
0004,0004,0006,0001,
0004,0004,0006,0001,
0001,0004,0006,0001,
0001,0004,0006,0001,
0001,0004,0006,0001,
0003,0002,0007,0001,
0003,0002,0007,0001,
0003,0002,0007,0001,
