delta1,delta2,delta3,delta4
0065,0022,0035,0036,
0065,0022,0035,0036,
0068,0025,0032,0038,
0068,0025,0032,0038,
0069,0025,0032,0041,
0065,0025,0033,0036,
0065,0025,0033,0036,
0065,0025,0033,0036,
0065,0024,0032,0037,
0065,0024,0032,0037,
0065,0024,0032,0037,
0066,0021,0032,0032,
0066,0021,0032,0032,
0066,0021,0033,0032,
0066,0020,0033,0035,
0066,0020,0033,0035,
0066,0020,0031,0035,
0062,0022,0031,0036,
0062,0022,0031,0036,
0062,0022,0034,0036,
0066,0029,0033,0036,
0066,0029,0033,0036,
0065,0025,0031,0035,
0064,0025,0031,0035,
0064,0025,0031,0035,
0064,0027,0035,0036,
0064,0021,0035,0036,
0064,0021,0035,0036,
0062,0021,0032,0033,
0062,0025,0032,0033,
