delta1,delta2,delta3,delta4
0087,0038,0040,0047,
0087,0033,0044,0047,
0087,0033,0044,0047,
0088,0033,0042,0047,
0088,0033,0042,0042,
0088,0033,0042,0042,
0088,0033,0046,0042,
0088,0031,0045,0047,
0088,0031,0045,0047,
0087,0031,0043,0047,
0083,0033,0043,0042,
0083,0033,0043,0042,
0083,0033,0043,0042,
0082,0031,0043,0044,
0082,0031,0043,0044,
0081,0031,0043,0044,
0079,0035,0044,0043,
0079,0035,0044,0043,
0079,0035,0029,0043,
0086,0035,0029,0044,
0086,0035,0029,0044,
0086,0034,0043,0044,
0087,0033,0043,0044,
0087,0033,0043,0044,
0087,0033,0045,0044,
0085,0034,0046,0045,
0085,0034,0046,0045,
0085,0034,0043,0041,
0088,0030,0043,0041,
0088,0030,0043,0041,
