delta1,delta2,delta3,delta4
0084,0035,0043,0046,
0088,0036,0042,0049,
0088,0036,0042,0049,
0088,0035,0042,0047,
0083,0035,0044,0047,
0083,0035,0044,0047,
0083,0037,0044,0047,
0087,0033,0043,0044,
0086,0032,0042,0043,
0086,0032,0042,0043,
0083,0034,0043,0044,
0083,0034,0043,0044,
0083,0034,0041,0044,
0088,0037,0041,0047,
0088,0037,0041,0047,
0084,0038,0041,0046,
0084,0036,0041,0046,
0084,0036,0041,0046,
0086,0035,0040,0038,
0084,0032,0040,0038,
0084,0032,0040,0038,
0084,0032,0045,0045,
0084,0032,0045,0043,
0084,0032,0045,0043,
0084,0032,0040,0043,
0087,0037,0040,0046,
0087,0037,0040,0046,
0086,0036,0041,0046,
0084,0036,0040,0044,
0084,0036,0040,0044,
