delta1,delta2,delta3,delta4
0066,0022,0028,0032,
0066,0022,0028,0032,
0066,0022,0027,0032,
0063,0017,0027,0028,
0063,0017,0027,0028,
0063,0017,0027,0028,
0063,0016,0027,0030,
0063,0016,0027,0030,
0063,0016,0029,0030,
0066,0022,0029,0032,
0066,0022,0029,0032,
0066,0022,0029,0032,
0060,0020,0029,0032,
0060,0020,0029,0032,
0060,0020,0029,0031,
0068,0021,0027,0031,
0068,0021,0027,0031,
0068,0021,0027,0032,
0067,0022,0028,0033,
0067,0022,0028,0033,
0063,0022,0028,0033,
0063,0020,0028,0033,
0063,0020,0028,0033,
0068,0020,0029,0033,
0067,0022,0029,0034,
0067,0022,0029,0034,
0067,0022,0029,0033,
0068,0016,0030,0031,
0068,0016,0030,0031,
0068,0016,0031,0031,
