delta1,delta2,delta3,delta4
0065,0028,0032,0037,
0064,0028,0032,0038,
0063,0022,0031,0033,
0063,0022,0031,0033,
0063,0022,0031,0033,
0063,0021,0033,0031,
0063,0021,0033,0034,
0063,0021,0032,0034,
0062,0021,0032,0034,
0062,0021,0032,0030,
0061,0021,0034,0030,
0061,0024,0032,0034,
0061,0024,0032,0034,
0061,0024,0032,0034,
0061,0022,0033,0035,
0061,0022,0033,0035,
0064,0022,0033,0035,
0064,0025,0034,0036,
0064,0025,0034,0036,
0066,0027,0034,0036,
0063,0024,0031,0032,
0063,0024,0031,0032,
0063,0024,0031,0032,
0064,0017,0034,0036,
0064,0017,0034,0036,
0064,0017,0036,0036,
0065,0026,0034,0036,
0065,0026,0034,0036,
0064,0026,0032,0036,
0064,0025,0032,0036,
