delta1,delta2,delta3,delta4
0075,0025,0034,0039,
0075,0025,0034,0039,
0076,0026,0038,0040,
0076,0026,0038,0040,
0075,0026,0037,0041,
0073,0026,0037,0038,
0073,0026,0037,0038,
0073,0026,0035,0038,
0072,0025,0035,0037,
0072,0025,0035,0037,
0072,0025,0035,0037,
0076,0024,0035,0038,
0076,0024,0035,0038,
0076,0023,0035,0038,
0079,0023,0035,0041,
0079,0023,0035,0041,
0075,0025,0031,0040,
0072,0025,0031,0036,
0072,0025,0031,0036,
0070,0027,0033,0036,
0068,0023,0030,0037,
0068,0023,0030,0037,
0068,0023,0030,0037,
0068,0022,0032,0036,
0068,0022,0032,0036,
0068,0022,0033,0036,
0069,0025,0033,0038,
0069,0025,0033,0038,
0069,0025,0033,0036,
0069,0023,0035,0036,
