delta1,delta2,delta3,delta4
0067,0022,0030,0034,
0065,0017,0028,0031,
0065,0017,0028,0031,
0064,0017,0028,0031,
0064,0022,0030,0034,
0064,0022,0030,0034,
0069,0022,0030,0034,
0067,0023,0029,0035,
0067,0023,0029,0035,
0067,0022,0029,0035,
0063,0022,0030,0030,
0063,0022,0030,0030,
0063,0023,0031,0030,
0067,0020,0031,0033,
0067,0020,0031,0033,
0067,0020,0031,0033,
0069,0024,0033,0032,
0069,0024,0033,0032,
0068,0024,0033,0032,
0063,0019,0032,0028,
0063,0019,0032,0028,
0063,0019,0029,0028,
0066,0019,0028,0033,
0066,0019,0028,0033,
0066,0019,0028,0033,
0065,0020,0033,0030,
0065,0020,0033,0030,
0065,0020,0030,0030,
0064,0025,0028,0031,
0064,0025,0028,0031,
