delta1,delta2,delta3,delta4
0077,0024,0027,0031,
0076,0018,0027,0031,
0076,0018,0027,0031,
0076,0018,0026,0031,
0078,0022,0026,0031,
0078,0022,0026,0031,
0075,0022,0031,0031,
0075,0018,0031,0029,
0075,0018,0031,0029,
0076,0018,0030,0029,
0077,0021,0030,0032,
0077,0021,0030,0032,
0077,0021,0030,0032,
0077,0024,0029,0034,
0077,0024,0029,0034,
0079,0024,0028,0034,
0078,0018,0028,0028,
0078,0018,0028,0028,
0078,0018,0027,0028,
0081,0023,0027,0034,
0081,0023,0027,0034,
0075,0023,0029,0035,
0075,0021,0031,0029,
0075,0021,0031,0029,
0076,0021,0031,0029,
0078,0024,0030,0035,
0078,0024,0030,0035,
0073,0023,0028,0033,
0073,0023,0028,0033,
0073,0023,0028,0033,
