delta1,delta2,delta3,delta4
0067,0029,0037,0045,
0067,0026,0037,0045,
0068,0026,0038,0040,
0068,0026,0038,0040,
0068,0032,0038,0040,
0066,0026,0038,0037,
0066,0026,0038,0037,
0066,0026,0038,0037,
0068,0031,0035,0038,
0068,0031,0035,0038,
0068,0029,0034,0038,
0068,0026,0034,0039,
0068,0026,0034,0039,
0067,0026,0035,0039,
0064,0026,0035,0037,
0064,0026,0035,0037,
0063,0026,0035,0037,
0063,0025,0036,0037,
0063,0025,0036,0037,
0065,0025,0036,0037,
0065,0029,0033,0040,
0065,0029,0033,0040,
0065,0031,0033,0039,
0064,0029,0033,0039,
0064,0029,0033,0039,
0064,0029,0033,0041,
0061,0028,0036,0037,
0061,0028,0036,0037,
0061,0028,0035,0037,
0062,0022,0035,0038,
