delta1,delta2,delta3,delta4
0084,0032,0040,0046,
0091,0032,0044,0046,
0092,0031,0044,0043,
0092,0031,0044,0043,
0092,0031,0042,0043,
0096,0035,0042,0048,
0096,0035,0042,0048,
0096,0035,0040,0048,
0093,0032,0040,0044,
0093,0032,0040,0044,
0093,0032,0042,0044,
0093,0031,0046,0045,
0093,0028,0046,0045,
0094,0028,0043,0045,
0094,0033,0043,0046,
0094,0033,0043,0046,
0095,0033,0039,0046,
0095,0031,0039,0042,
0095,0031,0039,0042,
0096,0031,0046,0042,
0092,0034,0046,0043,
0092,0034,0046,0043,
0092,0034,0044,0043,
0094,0037,0044,0044,
0094,0037,0044,0044,
0094,0037,0046,0044,
0093,0033,0046,0042,
0093,0033,0046,0042,
0093,0033,0045,0042,
0097,0032,0045,0045,
