delta1,delta2,delta3,delta4
0070,0023,0032,0036,
0070,0023,0032,0036,
0070,0023,0032,0036,
0072,0023,0032,0036,
0072,0023,0032,0036,
0072,0023,0032,0036,
0070,0025,0034,0034,
0070,0025,0034,0034,
0070,0025,0032,0034,
0073,0025,0032,0027,
0073,0025,0032,0027,
0073,0025,0035,0027,
0075,0024,0035,0035,
0075,0024,0035,0035,
0075,0024,0032,0035,
0073,0021,0030,0036,
0073,0021,0030,0036,
0073,0021,0030,0036,
0074,0023,0033,0033,
0074,0023,0033,0033,
0074,0023,0036,0033,
0074,0020,0036,0034,
0074,0020,0036,0034,
0074,0020,0034,0034,
0075,0023,0034,0034,
0075,0023,0034,0034,
0079,0023,0034,0034,
0077,0022,0033,0038,
0077,0022,0033,0038,
0077,0022,0033,0037,
