delta1,delta2,delta3,delta4
0086,0021,0032,0031,
0085,0021,0029,0031,
0085,0019,0029,0032,
0085,0019,0029,0032,
0087,0019,0031,0031,
0086,0018,0031,0031,
0086,0018,0031,0031,
0086,0018,0035,0031,
0091,0024,0030,0032,
0091,0024,0030,0032,
0090,0024,0028,0032,
0090,0022,0028,0032,
0090,0022,0028,0032,
0090,0022,0033,0032,
0093,0022,0032,0031,
0093,0022,0032,0031,
0094,0022,0032,0031,
0094,0023,0032,0034,
0094,0023,0032,0034,
0091,0023,0032,0034,
0087,0022,0032,0030,
0087,0022,0032,0030,
0087,0022,0029,0030,
0088,0021,0029,0032,
0088,0021,0029,0032,
0088,0021,0032,0032,
0093,0023,0032,0032,
0093,0023,0032,0032,
0092,0023,0029,0032,
0087,0022,0029,0030,
