delta1,delta2,delta3,delta4
0072,0019,0031,0034,
0072,0025,0033,0038,
0072,0025,0033,0038,
0068,0025,0033,0038,
0068,0025,0031,0040,
0068,0025,0031,0040,
0069,0026,0031,0039,
0069,0028,0034,0036,
0069,0028,0034,0036,
0072,0026,0034,0036,
0072,0026,0033,0037,
0072,0026,0033,0037,
0072,0027,0033,0037,
0068,0022,0034,0035,
0068,0022,0034,0035,
0068,0022,0035,0035,
0061,0019,0035,0036,
0061,0019,0035,0036,
0061,0019,0035,0036,
0071,0024,0035,0033,
0071,0024,0035,0033,
0071,0024,0030,0033,
0071,0024,0030,0035,
0071,0024,0030,0035,
0070,0024,0036,0035,
0070,0025,0033,0039,
0070,0025,0033,0039,
0073,0025,0031,0039,
0073,0026,0031,0039,
0073,0026,0031,0039,
