delta1,delta2,delta3,delta4
0165,0044,0056,0059,
0165,0044,0056,0059,
0168,0044,0056,0059,
0162,0044,0055,0059,
0162,0044,0055,0059,
0162,0045,0055,0059,
0170,0043,0057,0061,
0170,0043,0057,0061,
0170,0043,0059,0061,
0172,0043,0059,0060,
0172,0043,0059,0060,
0165,0043,0057,0060,
0165,0047,0056,0060,
0165,0047,0056,0060,
0163,0046,0056,0061,
0161,0041,0058,0057,
0161,0041,0058,0057,
0160,0041,0059,0057,
0160,0044,0052,0058,
0160,0044,0052,0058,
0161,0044,0052,0058,
0161,0045,0056,0057,
0161,0045,0056,0057,
0155,0042,0056,0057,
0155,0042,0056,0058,
0155,0042,0056,0058,
0161,0045,0056,0060,
0156,0042,0057,0054,
0156,0042,0057,0054,
0156,0042,0056,0054,
