delta1,delta2,delta3,delta4
0076,0017,0028,0032,
0075,0017,0028,0031,
0075,0017,0028,0031,
0075,0020,0028,0031,
0077,0021,0029,0031,
0077,0021,0029,0031,
0077,0021,0029,0032,
0081,0026,0028,0032,
0081,0026,0028,0032,
0081,0021,0028,0033,
0079,0021,0030,0028,
0079,0021,0030,0028,
0079,0021,0030,0028,
0084,0023,0032,0036,
0084,0023,0032,0036,
0083,0023,0029,0036,
0083,0023,0029,0033,
0083,0023,0029,0033,
0085,0023,0031,0033,
0085,0023,0034,0033,
0085,0023,0034,0033,
0085,0023,0030,0033,
0086,0024,0030,0034,
0085,0023,0029,0033,
0087,0023,0029,0033,
0087,0024,0032,0034,
0087,0024,0032,0034,
0089,0024,0032,0035,
0087,0019,0034,0032,
0087,0019,0034,0032,
