delta1,delta2,delta3,delta4
0073,0022,0030,0031,
0073,0022,0031,0031,
0070,0019,0028,0032,
0070,0019,0028,0032,
0070,0019,0028,0032,
0073,0022,0028,0034,
0073,0022,0028,0034,
0073,0022,0028,0034,
0072,0024,0028,0030,
0072,0024,0028,0030,
0072,0024,0027,0030,
0070,0024,0027,0031,
0070,0024,0027,0031,
0069,0025,0030,0031,
0069,0018,0029,0030,
0069,0018,0029,0030,
0067,0018,0029,0030,
0067,0022,0029,0029,
0067,0022,0029,0029,
0070,0022,0029,0029,
0072,0018,0029,0029,
0072,0018,0029,0029,
0072,0018,0030,0030,
0071,0021,0032,0032,
0071,0021,0032,0032,
0071,0021,0028,0032,
0072,0017,0028,0031,
0072,0017,0028,0031,
0072,0017,0028,0031,
0073,0022,0028,0035,
