delta1,delta2,delta3,delta4
0062,0025,0032,0034,
0064,0023,0032,0036,
0064,0023,0032,0036,
0063,0023,0030,0036,
0061,0022,0030,0032,
0061,0022,0030,0032,
0061,0022,0033,0032,
0059,0022,0033,0035,
0059,0022,0033,0035,
0059,0022,0033,0035,
0058,0022,0033,0031,
0058,0022,0033,0031,
0058,0022,0030,0031,
0058,0021,0030,0030,
0058,0021,0030,0030,
0058,0021,0035,0030,
0057,0021,0035,0033,
0057,0021,0035,0033,
0057,0021,0035,0033,
0061,0023,0037,0032,
0061,0023,0037,0032,
0061,0023,0035,0032,
0060,0021,0033,0032,
0060,0021,0033,0032,
0060,0021,0033,0032,
0059,0022,0031,0032,
0059,0022,0031,0032,
0059,0022,0031,0032,
0056,0023,0032,0034,
0056,0023,0032,0034,
