delta1,delta2,delta3,delta4
0080,0036,0044,0045,
0080,0039,0042,0047,
0080,0039,0042,0047,
0082,0039,0042,0047,
0081,0039,0043,0050,
0081,0039,0043,0050,
0080,0039,0043,0051,
0075,0034,0040,0044,
0075,0034,0040,0044,
0075,0034,0040,0044,
0076,0038,0044,0049,
0076,0038,0044,0049,
0077,0038,0044,0047,
0076,0038,0043,0047,
0076,0038,0043,0047,
0076,0038,0043,0047,
0078,0034,0043,0048,
0078,0034,0043,0048,
0079,0034,0043,0048,
0077,0034,0044,0045,
0077,0033,0044,0045,
0077,0033,0044,0045,
0075,0034,0045,0040,
0075,0034,0045,0040,
0075,0034,0044,0040,
0081,0036,0044,0046,
0081,0036,0044,0046,
0079,0036,0045,0046,
0079,0033,0046,0047,
0079,0032,0046,0047,
