delta1,delta2,delta3,delta4
0072,0019,0030,0027,
0074,0018,0030,0030,
0074,0018,0030,0030,
0074,0018,0033,0030,
0073,0017,0033,0033,
0073,0017,0033,0033,
0073,0017,0032,0033,
0083,0022,0029,0034,
0083,0022,0029,0034,
0081,0026,0028,0033,
0081,0020,0033,0031,
0081,0020,0033,0031,
0081,0020,0029,0031,
0079,0022,0029,0035,
0079,0022,0029,0035,
0079,0023,0030,0031,
0079,0020,0033,0031,
0079,0020,0033,0031,
0079,0020,0028,0033,
0079,0022,0028,0033,
0079,0022,0028,0033,
0080,0022,0029,0033,
0075,0016,0029,0031,
0075,0016,0029,0031,
0075,0016,0030,0031,
0077,0019,0028,0031,
0077,0019,0028,0031,
0073,0019,0028,0031,
0073,0019,0026,0029,
0073,0019,0026,0029,
