delta1,delta2,delta3,delta4
0082,0022,0029,0029,
0081,0022,0027,0029,
0079,0020,0027,0031,
0079,0020,0027,0031,
0079,0020,0026,0031,
0084,0022,0026,0034,
0084,0022,0026,0034,
0084,0022,0031,0034,
0090,0023,0030,0036,
0090,0023,0030,0036,
0085,0023,0030,0036,
0080,0020,0030,0032,
0080,0020,0030,0032,
0080,0020,0030,0032,
0082,0025,0028,0033,
0082,0025,0028,0033,
0085,0025,0028,0033,
0084,0021,0029,0031,
0084,0021,0029,0031,
0084,0021,0029,0031,
0084,0022,0032,0032,
0084,0022,0032,0032,
0080,0022,0026,0032,
0080,0023,0026,0036,
0080,0023,0026,0036,
0082,0023,0029,0034,
0079,0021,0032,0034,
0079,0021,0032,0034,
0075,0021,0030,0034,
0075,0021,0030,0032,
