delta1,delta2,delta3,delta4
0059,0020,0027,0029,
0059,0020,0027,0029,
0056,0020,0029,0029,
0056,0020,0029,0029,
0056,0020,0030,0029,
0061,0020,0030,0030,
0061,0020,0030,0030,
0061,0020,0025,0030,
0058,0020,0025,0031,
0058,0020,0025,0031,
0058,0019,0027,0031,
0061,0019,0027,0033,
0061,0019,0027,0033,
0061,0019,0027,0030,
0059,0017,0027,0030,
0059,0017,0027,0030,
0059,0017,0028,0028,
0058,0022,0028,0024,
0058,0022,0028,0024,
0058,0022,0029,0024,
0061,0020,0027,0029,
0061,0020,0027,0029,
0060,0020,0025,0029,
0056,0019,0025,0028,
0056,0019,0025,0028,
0056,0019,0028,0028,
0062,0019,0027,0028,
0062,0019,0027,0028,
0061,0019,0027,0028,
0060,0018,0028,0026,
