delta1,delta2,delta3,delta4
0079,0022,0029,0032,
0081,0022,0029,0030,
0079,0019,0029,0030,
0079,0019,0029,0030,
0079,0019,0028,0031,
0075,0020,0028,0029,
0075,0020,0028,0029,
0075,0020,0028,0029,
0079,0018,0028,0032,
0079,0018,0028,0032,
0079,0018,0025,0032,
0077,0017,0025,0029,
0077,0017,0025,0029,
0077,0017,0029,0029,
0083,0019,0029,0031,
0083,0019,0029,0031,
0084,0021,0029,0031,
0082,0021,0029,0029,
0082,0021,0029,0029,
0082,0021,0029,0029,
0080,0018,0030,0029,
0080,0018,0030,0029,
0080,0018,0027,0029,
0079,0017,0027,0026,
0079,0017,0027,0026,
0079,0017,0031,0026,
0082,0022,0031,0033,
0082,0022,0031,0033,
0079,0024,0027,0031,
0079,0016,0027,0029,
