delta1,delta2,delta3,delta4
0094,0037,0043,0048,
0093,0034,0043,0043,
0093,0034,0043,0043,
0089,0034,0042,0043,
0087,0034,0042,0044,
0087,0034,0042,0044,
0087,0034,0043,0044,
0087,0032,0042,0044,
0087,0032,0042,0044,
0087,0032,0042,0044,
0087,0032,0044,0043,
0087,0032,0044,0043,
0087,0032,0044,0043,
0090,0035,0044,0047,
0090,0035,0044,0047,
0090,0035,0043,0051,
0090,0033,0043,0045,
0090,0033,0043,0045,
0093,0033,0044,0045,
0090,0034,0044,0045,
0090,0034,0044,0045,
0090,0034,0046,0045,
0091,0032,0046,0046,
0091,0032,0046,0046,
0091,0032,0046,0046,
0091,0032,0042,0043,
0091,0031,0042,0043,
0091,0031,0042,0043,
0091,0034,0042,0046,
0091,0034,0042,0046,
