delta1,delta2,delta3,delta4
0080,0034,0043,0043,
0080,0034,0043,0043,
0080,0034,0042,0043,
0083,0035,0040,0047,
0083,0035,0040,0047,
0083,0035,0040,0047,
0083,0033,0041,0049,
0083,0033,0041,0049,
0084,0033,0041,0045,
0084,0034,0040,0045,
0084,0034,0040,0045,
0084,0034,0040,0046,
0082,0032,0041,0041,
0082,0032,0041,0041,
0082,0032,0042,0041,
0081,0034,0042,0043,
0081,0034,0042,0043,
0081,0034,0045,0043,
0082,0034,0042,0045,
0082,0034,0042,0045,
0082,0034,0040,0045,
0082,0035,0040,0045,
0082,0035,0040,0045,
0084,0034,0041,0045,
0085,0034,0041,0045,
0085,0034,0041,0045,
0086,0035,0045,0049,
0084,0035,0040,0046,
0084,0035,0040,0046,
0079,0038,0040,0046,
