delta1,delta2,delta3,delta4
0102,0154,0272,0229,
0124,0181,0324,0272,
0124,0181,0324,0272,
0115,0166,0296,0248,
0108,0164,0292,0246,
0100,0148,0248,0208,
0094,0130,0219,0192,
0087,0129,0217,0183,
0088,0129,0219,0186,
0088,0129,0226,0186,
0112,0164,0283,0240,
0121,0176,0311,0268,
0130,0182,0324,0276,
0130,0182,0324,0276,
0124,0176,0298,0258,
0105,0147,0251,0216,
0103,0145,0247,0209,
0092,0135,0227,0190,
0092,0135,0227,0190,
0097,0149,0250,0210,
0103,0159,0269,0225,
0105,0163,0295,0237,
0130,0193,0343,0284,
0130,0193,0343,0284,
0119,0169,0301,0249,
0114,0167,0279,0243,
0102,0138,0237,0207,
0097,0129,0213,0182,
0090,0125,0207,0179,
0090,0125,0208,0179,
