delta1,delta2,delta3,delta4
0083,0127,0239,0191,
0080,0122,0221,0181,
0080,0122,0221,0181,
0090,0128,0234,0201,
0090,0129,0241,0210,
0094,0130,0247,0210,
0125,0173,0316,0283,
0125,0173,0327,0283,
0129,0177,0337,0302,
0117,0173,0327,0277,
0114,0165,0304,0267,
0100,0142,0262,0225,
0093,0138,0256,0210,
0093,0131,0248,0209,
0093,0131,0248,0209,
0100,0148,0264,0237,
0104,0149,0269,0237,
0107,0153,0276,0246,
0121,0175,0320,0288,
0121,0175,0320,0288,
0121,0167,0319,0284,
0112,0160,0301,0260,
0112,0160,0293,0259,
0112,0159,0293,0259,
0106,0151,0288,0249,
0106,0151,0288,0249,
0106,0151,0288,0249,
0105,0147,0269,0247,
0105,0144,0269,0247,
0105,0144,0269,0247,
