delta1,delta2,delta3,delta4
0094,0141,0243,0205,
0094,0145,0265,0214,
0094,0145,0265,0214,
0094,0145,0265,0214,
0094,0145,0265,0214,
0094,0145,0240,0198,
0076,0125,0193,0162,
0063,0098,0153,0133,
0063,0095,0153,0133,
0063,0095,0153,0133,
0063,0095,0153,0133,
0063,0095,0153,0133,
0059,0078,0131,0115,
0059,0078,0131,0115,
0068,0095,0146,0135,
0073,0101,0163,0149,
0076,0115,0185,0166,
0106,0140,0242,0218,
0106,0159,0300,0251,
0109,0159,0300,0251,
0120,0159,0300,0251,
0120,0159,0300,0251,
0110,0177,0320,0257,
0108,0177,0320,0257,
0092,0151,0274,0216,
0081,0131,0224,0180,
0079,0129,0208,0171,
0071,0110,0179,0151,
0071,0097,0156,0134,
0065,0097,0156,0134,
