delta1,delta2,delta3,delta4
0056,0098,0149,0136,
0056,0095,0150,0136,
0056,0095,0161,0136,
0063,0093,0150,0126,
0063,0093,0149,0126,
0063,0093,0149,0126,
0067,0103,0171,0145,
0067,0103,0172,0152,
0068,0106,0182,0159,
0083,0130,0226,0186,
0084,0130,0237,0199,
0085,0139,0250,0202,
0085,0139,0250,0202,
0085,0139,0250,0202,
0085,0139,0250,0202,
0097,0151,0268,0216,
0097,0151,0268,0216,
0096,0138,0241,0198,
0088,0131,0234,0193,
0088,0128,0213,0184,
0088,0128,0213,0184,
0095,0134,0225,0197,
0099,0136,0229,0200,
0099,0142,0243,0202,
0108,0150,0264,0229,
0108,0150,0264,0229,
0108,0150,0264,0229,
0109,0150,0264,0229,
0109,0150,0264,0229,
0109,0153,0276,0229,
