delta1,delta2,delta3,delta4
0075,0108,0192,0160,
0076,0117,0195,0170,
0071,0113,0193,0165,
0071,0113,0193,0165,
0068,0092,0152,0136,
0054,0078,0135,0113,
0054,0075,0132,0113,
0054,0075,0132,0113,
0059,0084,0136,0121,
0059,0084,0136,0121,
0059,0084,0140,0121,
0079,0114,0194,0174,
0079,0114,0194,0174,
0079,0115,0202,0176,
0075,0117,0204,0175,
0075,0117,0204,0175,
0071,0109,0179,0156,
0063,0091,0163,0139,
0063,0091,0161,0139,
0063,0091,0146,0130,
0058,0077,0130,0114,
0058,0077,0130,0114,
0058,0077,0130,0114,
0057,0071,0123,0110,
0057,0071,0123,0110,
0057,0071,0123,0110,
0063,0085,0137,0128,
0063,0085,0137,0128,
0063,0085,0137,0128,
0072,0108,0184,0164,
