delta1,delta2,delta3,delta4
0071,0106,0202,0154,
0071,0106,0202,0154,
0071,0106,0202,0154,
0071,0106,0202,0154,
0071,0106,0202,0154,
0057,0093,0181,0142,
0057,0093,0181,0142,
0073,0109,0207,0170,
0083,0124,0241,0190,
0084,0125,0253,0200,
0106,0158,0327,0270,
0106,0158,0327,0270,
0106,0158,0327,0270,
0098,0158,0327,0270,
0098,0158,0327,0270,
0098,0152,0303,0239,
0085,0148,0300,0231,
0082,0133,0270,0204,
0082,0129,0246,0195,
0077,0121,0244,0191,
0077,0121,0244,0191,
0077,0121,0244,0191,
0089,0141,0267,0213,
0089,0141,0267,0213,
0096,0142,0271,0225,
0096,0151,0290,0234,
0096,0151,0290,0234,
0092,0151,0291,0229,
0086,0136,0276,0208,
0086,0136,0276,0208,
