delta1,delta2,delta3,delta4
0091,0130,0234,0197,
0091,0130,0244,0197,
0092,0147,0256,0211,
0088,0152,0262,0209,
0088,0152,0262,0209,
0079,0119,0212,0175,
0070,0106,0197,0149,
0070,0105,0180,0149,
0070,0105,0178,0149,
0069,0104,0178,0149,
0069,0104,0178,0149,
0069,0104,0182,0149,
0090,0135,0235,0200,
0093,0147,0254,0213,
0098,0147,0268,0225,
0098,0147,0268,0225,
0094,0141,0248,0206,
0089,0141,0247,0204,
0082,0137,0238,0190,
0082,0137,0235,0190,
0084,0129,0227,0186,
0084,0129,0227,0186,
0084,0129,0218,0186,
0083,0124,0217,0179,
0083,0121,0208,0177,
0083,0121,0202,0172,
0080,0114,0194,0165,
0080,0114,0194,0165,
0080,0114,0194,0165,
0085,0125,0206,0177,
