delta1,delta2,delta3,delta4
0061,0091,0175,0133,
0062,0091,0175,0133,
0077,0110,0224,0176,
0092,0134,0263,0217,
0092,0141,0294,0233,
0092,0141,0294,0233,
0092,0141,0294,0233,
0092,0141,0294,0233,
0140,0217,0469,0376,
0140,0217,0469,0376,
0135,0217,0469,0376,
0117,0217,0469,0376,
0106,0217,0469,0376,
0101,0153,0288,0224,
0078,0119,0228,0182,
0068,0107,0188,0149,
0067,0099,0188,0148,
0058,0099,0188,0148,
0058,0099,0188,0148,
0068,0099,0188,0148,
0068,0099,0188,0148,
0068,0099,0188,0150,
0074,0112,0208,0167,
0079,0112,0219,0178,
0082,0120,0231,0192,
0082,0127,0247,0207,
0082,0127,0247,0207,
0082,0127,0247,0207,
0082,0127,0247,0207,
0082,0127,0247,0207,
