delta1,delta2,delta3,delta4
0090,0152,0304,0227,
0090,0152,0304,0227,
0087,0144,0276,0216,
0080,0135,0275,0209,
0077,0122,0231,0181,
0077,0122,0230,0181,
0081,0122,0229,0180,
0081,0131,0230,0190,
0081,0131,0250,0190,
0091,0156,0309,0240,
0091,0156,0309,0240,
0091,0152,0304,0228,
0083,0148,0286,0222,
0083,0116,0239,0189,
0075,0116,0214,0177,
0071,0115,0204,0163,
0071,0115,0208,0163,
0071,0115,0208,0163,
0098,0157,0288,0238,
0099,0166,0364,0268,
0102,0177,0462,0308,
0114,0214,0507,0366,
0114,0214,0507,0366,
0114,0214,0507,0366,
0096,0214,0507,0366,
0096,0153,0312,0264,
0081,0120,0234,0198,
0074,0120,0228,0182,
0074,0120,0222,0182,
0074,0120,0222,0182,
