delta1,delta2,delta3,delta4
0062,0095,0152,0137,
0063,0095,0152,0137,
0063,0083,0141,0126,
0063,0083,0141,0126,
0075,0099,0163,0148,
0080,0110,0188,0162,
0082,0111,0192,0172,
0100,0145,0250,0230,
0101,0155,0289,0251,
0106,0155,0289,0251,
0101,0155,0289,0251,
0101,0155,0289,0251,
0095,0140,0263,0215,
0092,0135,0236,0202,
0078,0114,0195,0167,
0065,0095,0152,0129,
0065,0095,0152,0129,
0065,0095,0152,0129,
0062,0095,0152,0129,
0058,0095,0152,0129,
0058,0080,0142,0118,
0058,0080,0142,0118,
0072,0101,0162,0152,
0079,0112,0187,0171,
0084,0120,0204,0186,
0113,0155,0288,0252,
0113,0164,0317,0272,
0113,0164,0317,0272,
0110,0164,0317,0272,
0110,0164,0317,0272,
