delta1,delta2,delta3,delta4
0055,0084,0169,0127,
0055,0081,0146,0124,
0055,0081,0146,0124,
0062,0087,0162,0132,
0062,0093,0165,0139,
0062,0093,0165,0139,
0087,0123,0223,0189,
0087,0123,0223,0189,
0081,0113,0208,0175,
0068,0108,0196,0161,
0058,0080,0160,0139,
0058,0080,0158,0132,
0055,0080,0137,0119,
0055,0080,0137,0119,
0055,0080,0137,0119,
0067,0106,0190,0160,
0067,0106,0190,0160,
0067,0109,0194,0164,
0077,0115,0211,0182,
0077,0115,0211,0182,
0070,0100,0178,0147,
0059,0084,0153,0121,
0059,0084,0146,0120,
0059,0084,0146,0120,
0055,0076,0146,0121,
0055,0076,0146,0121,
0055,0076,0146,0121,
0079,0116,0222,0186,
0079,0120,0240,0186,
0080,0129,0244,0196,
