delta1,delta2,delta3,delta4
0091,0150,0286,0215,
0082,0127,0227,0184,
0077,0125,0199,0173,
0076,0105,0169,0157,
0062,0092,0147,0130,
0062,0092,0147,0130,
0062,0092,0147,0130,
0068,0092,0147,0130,
0066,0092,0147,0130,
0066,0093,0147,0131,
0066,0097,0151,0137,
0079,0104,0164,0160,
0079,0105,0184,0166,
0079,0118,0205,0183,
0097,0152,0268,0231,
0100,0158,0311,0245,
0100,0158,0311,0245,
0110,0158,0311,0245,
0110,0158,0311,0245,
0110,0158,0311,0245,
0099,0158,0311,0245,
0097,0158,0311,0245,
0096,0158,0311,0233,
0092,0156,0269,0210,
0084,0133,0225,0185,
0073,0111,0184,0152,
0070,0106,0171,0150,
0069,0095,0157,0138,
0069,0095,0157,0138,
0069,0095,0157,0138,
