delta1,delta2,delta3,delta4
0085,0136,0245,0200,
0083,0129,0219,0186,
0077,0119,0199,0173,
0077,0119,0199,0173,
0077,0119,0199,0173,
0082,0116,0201,0182,
0082,0116,0201,0182,
0082,0116,0202,0184,
0087,0134,0228,0205,
0087,0134,0236,0205,
0087,0134,0238,0205,
0104,0167,0309,0255,
0104,0173,0350,0267,
0107,0173,0350,0267,
0112,0173,0350,0267,
0112,0173,0350,0267,
0108,0173,0356,0267,
0097,0166,0356,0241,
0097,0166,0318,0241,
0091,0141,0257,0208,
0079,0134,0248,0189,
0079,0123,0213,0184,
0078,0110,0190,0173,
0072,0104,0175,0161,
0072,0104,0175,0161,
0072,0104,0175,0161,
0070,0104,0175,0161,
0070,0104,0175,0161,
0070,0104,0175,0161,
0081,0118,0213,0185,
