delta1,delta2,delta3,delta4
0070,0104,0175,0149,
0068,0104,0172,0150,
0071,0104,0175,0151,
0071,0104,0175,0151,
0080,0120,0207,0176,
0080,0121,0213,0180,
0081,0124,0222,0188,
0085,0138,0247,0203,
0085,0138,0247,0203,
0085,0138,0247,0203,
0085,0138,0247,0203,
0085,0138,0247,0203,
0079,0132,0224,0183,
0076,0129,0218,0178,
0068,0110,0190,0156,
0060,0100,0161,0137,
0058,0099,0160,0131,
0056,0085,0145,0120,
0056,0083,0138,0118,
0045,0079,0130,0104,
0045,0076,0130,0104,
0045,0076,0130,0104,
0049,0080,0124,0102,
0049,0082,0126,0103,
0049,0082,0126,0103,
0052,0087,0139,0109,
0052,0089,0139,0112,
0052,0091,0139,0112,
0054,0095,0149,0123,
0054,0098,0149,0123,
