delta1,delta2,delta3,delta4
0061,0102,0182,0143,
0057,0087,0147,0120,
0054,0077,0130,0114,
0048,0071,0114,0105,
0048,0067,0114,0105,
0048,0067,0114,0105,
0055,0077,0136,0115,
0055,0077,0136,0115,
0056,0077,0139,0121,
0056,0094,0160,0131,
0056,0094,0160,0131,
0056,0085,0156,0129,
0052,0081,0148,0115,
0052,0074,0130,0112,
0052,0070,0127,0112,
0049,0070,0113,0100,
0049,0070,0113,0100,
0049,0076,0113,0100,
0062,0087,0153,0137,
0062,0089,0168,0138,
0062,0100,0176,0149,
0068,0115,0222,0169,
0068,0115,0222,0169,
0068,0115,0217,0169,
0070,0111,0202,0167,
0070,0105,0193,0167,
0070,0105,0193,0167,
0069,0109,0187,0159,
0069,0109,0186,0159,
0069,0101,0183,0157,
